Book|Chapter|Verse|Targum|Samaritan
1|11|21|ואקעים רעו בתר הולדותה ית שרוג שבע שנים ומאה שנה ואולד בנין ובנן והוו כל יומי רעו אשע ותלתין ומאתים שנה ומית|ויחי רעו אחרי הולידו את שרוג שבע שנים ומאת שנה ויוליד בנים ובנות ויהיו כל ימי רעו תשע ושלשים ומאתים שנה וימת
1|11|22|ואקעים שרוג תלתין שנה ומאה שנה ואולד ית נחור|ויחי שרוג שלשים שנה ומאת שנה ויוליד את נחור
1|11|23|ואקעים שרוג בתר הולדותה ית נחור מאה שנה ואולד בנים ובנן והוו כל יומי שרוג תלתין שנה ומאתים שנה ומית|ויחי שרוג אחרי הולידו את נחור מאת שנה ויוליד בנים ובנות ויהיו כל ימי שרוג שלשים שנה ומאתים שנה וימת
1|11|24|ואקעים נחור אשע ושבעים שנה ואולד ית תרח|ויחי נחור תשע ושבעים שנה ויוליד את תרח
1|11|25|ואקעים נחור בתר הולדותה ית תרח אשע שנים ואשתים שנה ואולד בנין ובנן והוו כל יומי נחור תמאני וארבעים שנה ומאה שנה ומית|ויחי נחור אחרי הולידו את תרח תשע שנים וששים שנה ויוליד בנים ובנות ויהיו כל ימי נחור שמנה וארבעים שנה ומאת שנה וימת
1|11|26|ואקעים תרח שבעים שנה ואולד ית אברם ית נחור וית הרן|ויחי תרח שבעים שנה ויוליד את אברם ואת נחור ואת הרן
1|11|27|אלין תולדת תרח תרח הולד ית אברם ית נחור וית הרן והרן הולד ית לוט|אלה תולדת תרח תרח הוליד את אברם ואת נחור ואת הרן והרן הוליד את לוט
1|11|28|ומית הרן על אפי תרח אביו בארע אתילדותה באור כשדים|וימת הרן על פני תרח אביו בארץ מולדתו באור כשדים
1|11|29|ונסב אברם ונחור לון נשים שם אתת אברם שרי ושם אתת נחור מלכה ברת הרן אבי מלכה ואבי יסכה|ויקח אברם ונחור להם נשים שם אשת אברם שרי ושם אשת נחור מלכה בת הרן אבי מלכה ואבי יסכה
1|11|30|והות שרי עקרה לית לה יליד|ותהי שרי עקרה אין לה ילד
1|11|31|ונסב תרח ית אברם ברה וית לוט בר הרן בר ברה וית שרי וית מלכה כלותה אתת אברם ונחור בניו ואפק יתון מן אור כשדים למיזל לארע כנען ואתו עד חרן ודערו תמן|ויקח תרח את אברם בנו ואת לוט בן הרן בן בנו ואת שרי ואת מלכה כלותו אשת אברם ונחור בניו ויוצא אתם מאור כשדים ללכת ארצה כנען ויבאו עד חרן וישבו שם
1|11|32|והוו יומי תרח חמש שנים וארבעים ומאה שנה ומית תרח בחרן|ויהיו ימי תרח חמש שנים וארבעים ומאת שנה וימת תרח בחרן
1|12|1|ואמר יהוה לאברם אתה לך מן ארעך ומן אתילדותך ומבית אבוך לארעה דאחזיך|ויאמר יהוה אל אברם לך לך מארצך וממולדתך ומבית אביך אל הארץ אשר אראך
1|12|2|ואעבדנך לגוי רב ואברכנך וארבי שמך והוי ברכה|ואעשך לגוי גדול ואברכך ואגדלה שמך והוי ברכה
1|12|3|ואברך מברכיך ומקלליך אלוט ויתברכון בך כל כרני ארעה|ואברך מברכיך ומקלליך אאר ונברכו בך כל משפחות האדמה
1|12|4|ואתה אברם כמה דמלל עמה יהוה ואזל עמה לוט ואברם בר חמש שנין ושבעין שנה באפקותה מן חרן|וילך אברם כאשר דבר אליו יהוה וילך אתו לוט ואברם בן חמש שנים ושבעים שנה בצאתו מחרן
1|12|5|ונסב אברם ית שרי אתתה וית לוט בר אחיו וית כל חותרון דחתרו וית נפשה דעבדו בחרן ואנפקו למיזל ארע כנען ואתו לארע כנען|ויקח אברם את שרי אשתו ואת לוט בן אחיו ואת כל רכושם אשר רכשו ואת הנפש אשר עשו בחרן ויצאו ללכת ארצה כנען ויבאו ארצה כנען
1|12|6|ועבר אברם בארעה עד אתר שכם עד מישר חזבה וכנענאה טטה בארעה|ויעבר אברם בארץ עד מקום שכם עד אלון מורא והכנעני אז בארץ
1|12|7|ואתחזי יהוה לאברם ואמר לה לזרעך אתן ית ארעה הדה ובנה תמן מדבח ליהוה דאתחזי לה|וירא יהוה אל אברם ויאמר לו לזרעך אתן את הארץ הזאת ויבן שם מזבח ליהוה הנראה אליו
1|12|8|ועקר מתמן לטברה ממדנע לבית אל וקבע משכנה לבית אל ממערבה וכפרה ממדנעה ובנה תמן מדבח ליהוה וקרא בשם יהוה|ויעתק משם ההרה מקדם לבית אל ויט אהלו בית אל מים והעי מקדם ויבן שם מזבח ליהוה ויקרא בשם יהוה
1|12|9|ונטל אברם אזל ונטל לדרומה|ויסע אברם הלוך ונסע הנגבה
1|12|10|והוה כפן בארעה ונעת אברם למצרים למתותב תמן הלא יקר כפנה בארעה|ויהי רעב בארץ וירד אברם מצרימה לגור שם כי כבד הרעב בארץ
1|12|11|והוה כמד הקרב למיעל למצרים ואמר לשרי אתתה הא שבי חכמת הלא אתה ייה חזו אתי|ויהי כאשר הקריב לבוא מצרימה ויאמר אל שרי אשתו הנה נא ידעתי כי אשה יפת מראה אתי
1|12|12|ויהי כד יחזון יתיך מצראי ויימרון אתתה דה ויקטלון יתי ויתיך יחון|והיה כי יראו אתיך המצרים ואמרו אשתו זאת והרגו אתי ואתיך יחיו
1|12|13|אמרי שבי אחתי אתי לבדיל יתיטב לי בדיליך ותתוחי נפשי בגלליך|אמרי נא אחותי אתי למען ייטב לי בעבוריך וחיתה נפשי בגלליך
1|12|14|והוה כמיעל אברם למצרים וחזו מצראי ית אתתה הלא ייה היא שריר|ויהי כבוא אברם מצרימה ויראו המצרים את האשה כי יפה היא מאד
1|12|15|וחזו יתה רבני פרעה ושבחו יתה לפרעה|ויראו אתה שרי פרעה ויהללו אתה אל פרעה ותקח האשה ביתה פרעה
1|12|16|ואנסבת אתתה לבית פרעה ולאברם אתיטב בדילה והוה לה עאן ותורים קניאן יקיר שריר עבדים ואמאן וחמרים אתנן וגמלים|ולאברם הייטב בעבורה ויהי לו צאן ובקר מקנה כבד מאד עבדים ושפחות וחמרים ואתנות וגמלים
1|12|17|וכתש יהוה ית פרעה כתושים רברבים וית ביתה על ממלל שרי אתת אברם|וינגע יהוה את פרעה נגעים גדלים ואת ביתו על דבר שרי אשת אברם
1|12|18|וזעק פרעה לאברם ואמר מה דה עבדת לי למה לא חוית לי הלא אתתך היא|ויקרא פרעה לאברם ויאמר מה זאת עשית לי למה לא הגדת לי כי אשתך היא
1|12|19|ולמה אמרת אחתי היא ואסב יתה לי לאתה וכדו אה אתתך סב ואזל|ולמה אמרת אחותי היא ואקח אתה לי לאשה ועתה הנה אשתך קח ולך
1|12|20|ופקד עליו פרעה גברים ושלחו יתה וית אתתה וית כל דלה ולוט עמה|ויצו עליו פרעה אנשים וישלחו אתו ואת אשתו ואת כל אשר לו ולוט עמו
1|13|1|וסלק אברם ממצרים הוא ואתתה וכל דלה ולוט עמה לדרומה|ויעל אברם ממצרים הוא ואשתו וכל אשר לו ולוט עמו הנגבה
1|13|2|ואברם יקיר שריר בקניאן בכסף ובדהב|ואברם כבד מאד במקנה בכסף ובזהב
1|13|3|ואזל למטליו מדרום ועד ביתאל עד אתרה דהוה תמן משכנה בשרוה בין ביתאל ובין כפרה|וילך למסעיו מנגב ועד בית אל עד המקום אשר היה שם אהלו בתחלה בין בית אל ובין העי
1|13|4|לאתר מדבחה דעבד תמן בקדמהו וקרא תמן אברם בשם יהוה|אל מקום המזבח אשר עשה שם בראישונה ויקרא שם אברם בשם יהוה
1|13|5|ואף ללוט האזל עם אברם הוה עאן ותורים ומשכנים|וגם ללוט ההלך את אברם היה צאן ובקר ואהלים
1|13|6|ולא סבלת יתון ארעה למדור כחדה הלא הוה חותרון סגי ולא יכלו למדור כחדה|ולא נשאה אתם הארץ לשבת יחדו כי היה רכושם רב ולא יכלו לשבת יחדו
1|13|7|והוה תיגר בין רעיני קניאן אברם ובין רעיני קניאן לוט וכנענאה ופרזאה טטה דארים בארעה|ויהי ריב בין רעי מקנה אברם ובין רעי מקנה לוט והכנעני והפרזי אז ישבים בארץ
1|13|8|ואמר אברם ללוט אלני תהי תיגרה ביני ובינך ובין רעיני ובין רעיניך הלא גברים אחים אנחנן|ויאמר אברם אל לוט אל נא תהיה מריבה ביני ובינך ובין רעי ובין רעיך כי אנשים אחים אנחנו
1|13|9|הלא כל ארעה לקדמיך הפרש שבי מן עמי אם סמאלה וימינה ואם ימינה וסמאלה|הלוא כל הארץ לפניך הפרד נא מעלי אם השמאלה והימינה ואם הימינה והשמאלה
1|13|10|ותלא לוט ית עיניו וחזה ית כל מישר ירדנה הלא כלה משקה לקדם חבלות יהוה ית סדם וית עמרה כגן יהוה כארע מצרים במיעלך לצער|וישא לוט את עיניו וירא את כל ככר הירדן כי כלו משקה לפני שחת יהוה את סדם ואת עמרה כגן יהוה כארץ מצרים באכה צערה
1|13|11|ובחר לה לוט ית כל מישר ירדנה ונטל לוט ממדנע ואפרדו אנש מן עם אחיו|ויבחר לו לוט את כל ככר הירדן ויסע לוט מקדם ויפרדו איש מעל אחיו
1|13|12|אברם דאר בארע כנען ולוט דאר בקורי מישרה ומשכן עד סדם|אברם ישב בארץ כנען ולוט ישב בערי הככר ויאהל עד סדם
1|13|13|ואנשי סדם בישין וחטאין ליהוה שריר|ואנשי סדם רעים וחטאים ליהוה מאד
1|13|14|ויהוה אמר לאברם בתר הפרד לוט מן עמה תלי שבי עיניך וחזי מן אתרה דאתה תמן צפונה ודרומה ומדנעה ומערבה|ויהוה אמר אל אברם אחרי הפרד לוט מעמו שא נא עיניך וראה מן המקום אשר אתה שם צפונה ונגבה וקדמה וימה
1|13|15|הלא ית כל ארעה דאתה חזי לך אתננה ולזרעך עד עלם|כי את כל הארץ אשר אתה ראה לך אתננה ולזרעך עד עולם
